score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
8.0,Lovely stay,"Stylish room, good size comfy bed, nice toiletries, beautiful windows - nice area. Gorgeous public spaces. Friendly &amp; helpful reception","Style over substance: Lacked a bit the practicalities like the ability to sign into viewing services on the tv, no kettle in the room and a cafe menu for downstairs with the opening times would all be useful.",United Kingdom,Deluxe Double Room,1 night ·,Family,August 2021,12 August 2021,1,
8.0,Very good,Relaxed aura,No smart TV,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,August 2021,8 August 2021,1,
7.0,Good value for money,Room was beautifully designed.Staff were all exceptional.,No luggage store. We could hear every move of the bed in the room  above us.,United Kingdom,Deluxe Double Room,2 nights ·,Couple,August 2021,6 August 2021,,
9.0,Superb,"Very clean and comfortable, in a nice location near Paddington station and Edgware Road","Minor as it was only an issue on the first night, could hear the toilet from other rooms and staff going in and out door and up and down outside steps. We were based in the basement near the staff door",United Kingdom,Deluxe Twin Room,2 nights ·,Group,August 2021,3 August 2021,,
9.0,Superb,Fantastic greeting by the staff and full information.,Love the water stations for anti single use plastic aligned folk. Love the decor. Shower. omG!!!!!!!  I want this shower in my house. I took a photo of the brand and I. will. Hunt. It. Down!!!! Whatever it takes. Wow.,United States,King Room,1 night ·,Couple,August 2021,1 August 2021,,
7.0,"Nice enough hotel , well located easy access to Hyde park and tube stations .",The bed is very comfortable and a good shower,"No tea and coffee in the room and no instructions for the air con , the room was so hot because the air con kept switching off it is also worth noting that the hotel is on a fairly busy road so could be noisy in the night . Overall it is a nice clean hotel sadly  just not right for us . Felt slightly pretentious. Staff were friendly.",United Kingdom,King Room,3 nights ·,Couple,July 2021,30 July 2021,,
9.0,The staff ware amazing,The staff The location,The property is small,Saudi Arabia,Deluxe Double Room,3 nights ·,Solo traveller,July 2021,27 July 2021,,
8.0,"Wonderful staff, sadly didn’t get to use the facilities or try the breakfast on offer, but even if they hadn’t been ther","Staff, cleanliness, facilities, library to work in, attention to detail, focus on wellness and sustainability, super friendly and helpful reception staff. FYI - went down in the morning to book a second night but reception said website declared you were fully booked, booking.com said otherwise and we got the booking again through them. Just so you know. The entrance and frontage of the hotel impressed me on arrival - big clean windows with impressive interior (lighting, furniture, staff in uniform, cleanliness apparent) on show - I was very excited to get inside and already knew I’d booked a good one",Air con was needed and couldn’t really get much out on night one. More corridor signage perhaps directing you to the lift would help. Show quite tight in space.,United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2021,24 July 2021,,
9.0,Great,Everything,O,United Kingdom,Deluxe Twin Room,2 nights ·,Family,July 2021,24 July 2021,,
7.0,Relaxing (bar the noise)!,"Well designed, comfy bed, the delightful shower and good food.","My deluxe room was on the ground floor, right by the reception which meant that I didn't quite get the peace and quiet I was after.",United Kingdom,King Room,1 night ·,Solo traveller,July 2021,24 July 2021,,
8.0,Refreshingly brilliant,"Unique offering, exceptional reception staff (day time) - welcome you with charm, professionalism and charisma. Everything you need. Didn’t have a chance to check out the extras, but to have a spa offering, library, yoga and gym, meditation zone etc = made the place feel safe, welcoming, caring, most importantly, offering a USP, something no one else offers in the area. Reception staff new levels of good! Thanks guys",Air con unit in room pretty weak. Was hot when staying. That’s it,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,July 2021,24 July 2021,1,
9.0,An excellent oasis of calm in busy London!,"This hotel is excellent. Compact but new, clean and slick. Staff were very helpful and patient even when we had problems with our AC. We had the family room and a twin for our children which were generously sized for London - enough space for our big travel bags. Beds are very comfortable and the hotel has many quiet working spaces. The door is locked at night but reception is manned 24hr so it felt very secure. 10 min taxi from Paddington and 20 mins to Euston in traffic.",The breakfast was adequate. A little 'Style over substance'.  The restaurant is beautifully laid out but the actual food was just ok. It is serviced by a vegan/veggie company so if you look forward to your bacon in the morning this wouldn't be for you! My kids are excellent eaters and coped with the breakfast but the menu wasn't very 'child friendly'.,United Kingdom,Deluxe Double Room,1 night ·,Family,July 2021,23 July 2021,1,
8.0,Very good,Location and staff,"Bed was too small, high and hard for us",United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2021,21 July 2021,,
9.0,"Excellent staff, beautiful rooms and perfect location","Lovely clean rooms and comfy beds. The staff were excellent, they helped with any enquiries we had and were all round brilliant! Fab location too only a 5/10 minute walk from Paddington underground and the hotel was on a fairly quiet road too. Highly recommend the sauna, was lovely and relaxing and it's free to book!","Our room was small, only room to walk around the bed or access the bed from one side. We did not spend much time in our room in the day, but did find we were getting in each others way when getting ready or packing up. It isn't the most sound-proof either, we could hear our neighbours and their TV next door.",United Kingdom,Deluxe Double Room,3 nights ·,Couple,July 2021,19 July 2021,,
9.0,Superb,"Lovely and clean, very comfy bed and clean facilities. Location was great","The aircon system didn't work properly in our room, which was frustrating on a 28° degree day",United Kingdom,King Room,1 night ·,Couple,July 2021,17 July 2021,,
8.0,Wonderful location trouble with AC,"The property is lovely on the inside, and they have a sauna and meditation pod for guest use. I appreciated the access to fresh filtered water (still and sparkling) on every floor, and the rooms were very tidy. The location is close to Paddington without being too noisy at night.","The AC in our room could only be turned on by calling the front desk. At night, the AC would cut off automatically to conserve energy, but we would just end up awake, hot, and sweaty and have to call down again to have them turn it back on. We were staying at the hotel with friends whose room temp could be controlled by the panel in their room, so we know that the issue was specific to our room (115). Just for this reason I don’t know if I would stay again in the summertime for the price point.",United States,Deluxe Double Room,2 nights ·,Group,July 2021,17 July 2021,,
8.0,A very pleasant stay...&amp; I will stay here again!,Really nice staff at this hotel...... especially the lady from Venezuela.She very kindly checked me in earlier than my planned arrival time.I cannot fault the location.Nice &amp; clean.Good comfy bed with nice pillows.,"No hook in bathroom to hang damp towel up.No fridge, but to be fair that could be because this is an Eco hotel.",United Kingdom,Deluxe Double Room,6 nights ·,Solo traveller,July 2021,16 July 2021,,
9.0,Perfect wellness retreat in the middle of London,The customer service was excellent and it was nice to stay somewhere where materials and sustainability were so well thought out. The private infrared sauna was amazing too!,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,July 2021,15 July 2021,,
9.0,Superb,"Great location, lovely hotel with good facilities. Room was beautiful with nice touches. Gym area has a Peloton which is a big plus","I booked the biggest room size and it was still a little small, I think the smallest rooms would be extremely compact",United Kingdom,King Room,2 nights ·,Solo traveller,July 2021,12 July 2021,,
8.0,Gorgeous hotel with small compact rooms,The property is beautiful. The wellbeing concept is well implemented and the facilities are really good.,The room was really small and it was really hot in the room,United Kingdom,Deluxe Double Room,1 night ·,Couple,July 2021,11 July 2021,,
8.0,Very good,"Lovely staff, super clean and great location","Was in a double room and if two people were staying, it would be very tight.Very small shower room",United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,July 2021,10 July 2021,,
9.0,Contemporary affordable boutique hotel,"The hotel is new, modern, contemporary! It is managed by friendly staff. It’s great value for money and is located in an area that desperately needed a new property like this one!",,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,July 2021,9 July 2021,,
9.0,Superb,Very friendly staff in particular Angelo in reception was extremely helpful .Excellent location Very Comfortable bedClean,Nothing,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,June 2021,8 July 2021,,
8.0,Very good,Very nice hotel and the staff were friendly and helpful especially iewana and Hilbert 😊,,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,July 2021,7 July 2021,,
8.0,I would like to know the pillow supplier because my sleeps were wonderful! I will stay here again!,"Excellent location. Near great food choices, supermarkets and great for travel around London.",The only thing is to check the thermostat for the shower as it can be raging hot even when turned to cold!,United Kingdom,Deluxe Single Room,3 nights ·,Solo traveller,July 2021,5 July 2021,,
9.0,Superb,"Comfortable bed, quiet, good location","Only a stool in the room, no chair",United Kingdom,Deluxe Double Room,3 nights ·,Solo traveller,July 2021,4 July 2021,,
9.0,A lovely hidden Gem away from the intense hustle and bustle of London.,"The beds were beyond cosy; on our arrival we were upgraded as they had a slightly larger room available, which was a lovely surprise. The shower pressure was fantastic, and the reception staff were incredibly friendly and helpful. Our tiny complaint did not affect our stay, and we would absolutely visit again without hesitation.","The one complaint we would have, is that the towels did have a slightly old smell to them which didn’t make them feel completely clean, and there were a few hairs on the floor which ended up on the bed (as they had stuck to our socks).",United Kingdom,Deluxe Double Room,1 night ·,Couple,June 2021,30 June 2021,,
7.0,Great for what we were after.,Style.  Comfort.  Location,The breakfast which we had paid for up front was very limited.  No juices included.  Limited choices which my teenagers struggled with.  The staff were very helpful however and did offer small glasses of juices instead of tea or coffee which they do not drink.,United Kingdom,King Room,2 nights ·,Family,June 2021,29 June 2021,1,
8.0,Enjoyable and great staff,Reception were great always happy to help and greeted with a smile!  Room had a lovely view.  Library was lovely.   Walk to the station and local shops so that was great.,"Room was smaller than expected.  Meditation pod was ok, however would be good to have a secluded space rather than the hallway.  The sauna was very small so opted not to use as am a little claustrophobic.",United Kingdom,Deluxe Double Room,3 nights ·,Family,June 2021,29 June 2021,,
7.0,Eco-friendly hotel,"I was in the large room - pied-e-terre.Super clean throughout the entire hotel. Amazing colour therapy sauna that looked barely used. Sparkling or still filtered water taps on every floor.No carpets in room which I loved. Under bed storage so could put away luggage and not have it in the way.Robes provided in the room with hairdryer and water carafe + glassesRen products - handwash, handcream, bodywash and conditioning shampoo - all large bottle sizes so no issue of running out.Underfloor heating and spacious bathroom with rainfall shower. Iron and ironing board was available on requestGround floor cafe was all natural, vegan friendly and good food.Staff were super friendly and helpful.","Aircon would be turned off at night - not great when its a heatwave in London! As they are eco-friendly they were trying to conserve on power, so had to phone down to reception each night to get them to turn it on. Would turn off as soon as room had cooled to temp. So would then get hot again. Also doesn’t really make sense when the aircon stays on continuously during the day with no issues.No tea/coffee making facilities in the room and the desk working space was tiny with an uncomfortable chair for long periods of time. Cafe only open for breakfast.",United Kingdom,King Room,7 nights ·,Solo traveller,June 2021,22 June 2021,,
9.0,Friendly staff,Proximity to both Edgeware Road Tube and Paddington Station.Nice residential area.Complimentary water refills.Complimentary tea and coffee.Good storage in room.,Expensive breakfast at £15 per person.,United Kingdom,Deluxe Twin Room,3 nights ·,Family,June 2021,17 June 2021,,
9.0,Excellent value and style.,,Coffee in foyer cold.,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,June 2021,14 June 2021,,
8.0,Very good,"Staff were lovely, great location  gorgeously relaxing surroundings",Room next to the lift was a little noisy but still slept well.,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,June 2021,10 June 2021,,
9.0,"New house, friendly staff","The place is very hipster, so if you're into vegan breakfast and yoga, you found the place. Rooms were very comfortable, and the service was super friendly.",Don't expect a minibar or a hotel bar. This is a place to relax not to party.,United Kingdom,King Room,1 night ·,Solo traveller,June 2021,10 June 2021,,
9.0,The hotel location and facilities are brilliant . The receptionist Angelo was very helpful &amp; friendly . I strongly r,Location Comfortable bed Friendly staff,Nothing,United Kingdom,King Room,1 night ·,Solo traveller,May 2021,4 June 2021,,
9.0,"Very nice designer hotel, highly recommended","* The whole staff at Inhabit is exceptional, they are really friendly and helpful and they make sure that you are satisfied with your stay. I haven't got the names of all staff members, but special thanks to Ioana and Angelo for their willingness to help and professionalism.* The Hotel is in a nice area, close to public transport links* The interior on the hotel is actually much much nicer than in the photos. Really modern and nicely structured, we can only recommend it. There is a really nice and quiet library, but also several hang-out areas.* The rooms and towels were pristine and all staff members were respecting the current social distancing and covid rules at all times.* We've arrived early to the hotel, in fact 5 hours earlier than our normal check-in time, and we asked if we could leave our luggage at the hotel until we can check in. They went the extra mile and checked us in instead, which was a very nice gesture from their part.* Since we had our train late at night, we've asked at the check-out, whether we could leave our luggage at the hotel and pick it up later. Although, they do not have a luggage storage area, they still agreed to store our luggage even after checkout, which again was a really nice gesture from the staff.","* The only inconvenience throughout our whole stay was a weird humming noise that we noticed in the hotel room. We weren't sure where it came from, but were suspecting that it was due to the ventilation system from the bathroom (it usually took between 5 to 10 minutes for the noise to go away). Overall, a very insignificant inconvenience I'd say, rather than an actual problem.",United Kingdom,Deluxe Double Room,2 nights ·,Couple,May 2021,2 June 2021,,
9.0,This hotel is all about rest and relaxation! Fabulous!,"What an absolutely fabulous weekend at this incredibly relaxing, zen hotel!Beautiful neutral decoration, lovely reception staff, especially Stuart. Fresh and clean, the aromatherapy around the hotel is so invigorating and relaxing simultaneously. The meditation pod, just before bed is a must. The library is so relaxing, I almost fell asleep on the chair with the goat skin throw. The sauna suite is incredible....a private space with ensuite shower....Luther Vandross serenaded me on my ipod....☺️ and the restaurant food is delicious as well as being wholesome, thank you Fernando my amazing waiter....The sourdough toast, scrambled eggs, vegan sausage and spinach for breakfast was amazing....The rooms are simply furnished and well appointed. Clean, smell delightful and the beds are crisp and comfortable.The green, grey and white hues of the hotel decor make you feel rested and comfortable as soon as you enter the hotel. I didn't use the gym or onsite massage, but they're available. The latter at a cost.I have already booked another stay for next month! The location is just off the Edgeware road, which is bustling with shops, market stall on church street, restaurants and supermarkets.The Casa Spa, nearby (just off the Edgeware road), made me feel re-born, with an authentic hamman steam/scrub/massage treatment.This hotel is now my home to home. Feel refreshed, invigorated and relaxed. What a treat!","Unfortunately, due to COVID and only recent re-opening meditation and yoga sessions weren't available.",United Kingdom,King Room,2 nights ·,Solo traveller,May 2021,31 May 2021,,
9.0,A lovely quiet friendly hotel,"We had a great time at the hotel. The staff were very friendly and flexible. They helped us out with everything we asked. It's in a lovely area, walking distance from Soho etc.",We didn't come up against anything that disappointed us.,United Kingdom,Deluxe Double Room,1 night ·,Couple,May 2021,27 May 2021,,
9.0,Superb,"Room was perfect - with extra touches.Attention to detail, eco friendly - all round a win win",A little difficult to find room,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,October 2020,23 October 2020,,
9.0,February 2020,"The property is stunning, beautifully decorated. The rooms are small but they’re very well thought out. The beds, linens, pillows and duvet are so comfortable I didn’t want to get out of bed. I absolutely loved that there was free water and fizzy water available in the hallway. Breakfast was healthy and delicious, I ordered à la cart rather than the buffet. Would definitely stay again.",Some of the reception staff were very awkward. They were trying to be super helpful but it came off as overpowering and odd.,United Kingdom,Deluxe Twin Room,1 night ·,Group,February 2020,28 March 2020,,
9.0,Not bed but cloud.,"Bed is like a cloud. The best bed I ever slept on! Extraordinary comfortable and soft!  Room is really cozy, warm and clean. Very nice and helpful staff. Overall hotel is really eco and you can even refill you water bottles in the corridor. Excellent stay!",nothing.,United Kingdom,Deluxe Double Room,2 nights ·,Couple,March 2020,9 March 2020,,
7.5,Good,Very cozy bed! very comfortable interior design and decorations!,"Breakfast. Very less option, not worth for £15!Room has no heater, very cold.",Hong Kong (China),Deluxe Double Room,3 nights ·,Solo traveller,March 2020,8 March 2020,,
9.0,Superb,"Good location, lovely interior design. It’s small but well executed and the staff are lovely.",,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,March 2020,8 March 2020,,
9.2,Homely but Hot,"The decor was lovely, beds comfortable and nice amenities available. Staff are very friendly and approachable. It was a calming place to stay after exploring the busy streets of London!","It was really hot in the room (010); we informed the reception staff twice, they did give us a Dyson fan in the meantime but despite saying they would solve this issue, it was never sorted. Meaning we had an uncomfortable 2 nights sleep. We also didn’t get a top up of water in our room either; we were staying for 2 nights.",United Kingdom,King Room,2 nights ·,Group,March 2020,7 March 2020,,
8.8,Fabulous,Modern and clean. Very friendly and accommodating staff. Excellent location.,My room didn’t have a window looking out- only one looking into the closed passage. Room was quite hot and my Aircon couldn’t be adjusted. Didn’t like the blue/ green lights - at plug and on roof - which shine once you switch off the lights.,South Africa,Deluxe Double Room,2 nights ·,Solo traveller,March 2020,7 March 2020,,
7.0,Bang average.,The relative peacefulness of the area in which the Hotel is situated.,"The bed, the grumpy staff, the weird breakfast, the extremely small cupboard doubling as a gym, the lack of signage to tell you where your room is",United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,March 2020,6 March 2020,,
9.0,Superb location excellent staff and wonderful environment,The modern design of the hotel,Could be better with heating in the room and carpet floor,United Kingdom,Deluxe Double Room,3 nights ·,Couple,March 2020,6 March 2020,,
9.0,Superb,"Second stay, comfortable, just lacking the convenience touches expected with such a property - ability to get a bite to eat. Nice in room information guide to the area.",,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,February 2020,5 March 2020,,
8.0,Very good,"Beautifully fitted out.  Well considered, slept well.  Great shower and heated bathroom floor.","Found the greeting at the entrance for me; lacking. I arrived late in the evening, from travelling and was super hungry; would've been nice to have the option for food.  I was told Tesco was open down the road... Bit more information about what was available would've been a nice touch.  There is a coffee station, but it was empty.",United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,February 2020,5 March 2020,1,
8.3,Not rush back any time soon.,"Beautiful decor, nice location.","The fire alarm went off a few times during our one night stay and staff were not reactive and did not reassure us that in the event of a real fire action would be taken.  The check in process took ages and a lot of personal details were taken that I felt uncomfortable with, including a copy of my credit card and my drivers licence.  I have never had to do this even when travelling abroad.  They could not provide a good reason as to why they needed all this information.  I will not be looking to stay there again.",United Kingdom,Deluxe Twin Room,1 night ·,Couple,March 2020,1 March 2020,,
7.9,Good,Clean!,Size of the room is tiny! I’m tall so my legs were hanging over the bed,Luxembourg,Deluxe Single Room,1 night ·,Solo traveller,February 2020,29 February 2020,,
8.0,Very good,,Shower hose was leaking but water was pleasantly warm from the 5th second (usually with B&amp;B it’s much worse),Russia,Deluxe Single Room,3 nights ·,Solo traveller,February 2020,28 February 2020,,
8.0,Very good,"Good location, room was recently (re)decorated  to a high standard. Library and comfort rooms are a nice touch.","Check-in was odd. The chap was rather awkward, mumbled, no real greeting, no information about breakfast times or locality. Not unpleasant but not welcoming either. Breakfast was haphazard considering the price - paying extra for 'other' coffee is unexpected. More diverse selection of pastries (one on offer) and cereals should be standard for a continental style. Butter, milk refills took way to long too come out of the kitchen. Although the bathroom was nicely decorated, it is too small. I hit my leg off the toilet getting into the shower, and hit my elbow twice on the shower frame trying to dry afterwards.",United Kingdom,Deluxe Double Room,1 night ·,Couple,February 2020,27 February 2020,,
9.6,"Great, clean, comfortable.",A wonderful scandi style hotel in a great location. Hotel focused on good sleep and well being. Bed was really comfortable. The bedding high quality. Room clean. Great shower. Really good value for money.,Couldn’t make tea in the room. Wouldn’t stop me staying there again.,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,February 2020,26 February 2020,,
9.0,Superb,Excellent location. Not too expensive for a London hotel. Paddington station only a few minutes walk away.,,Ireland,Deluxe Double Room,4 nights ·,Couple,February 2020,25 February 2020,,
9.0,Superb,"Teas and coffees to enjoy on the lounge, clean and calm atmosphere","Would be useful to know you have to pre book classes and sauna, as we were looking forward to those but couldn't fit it in our stay because they were all booked out",United Kingdom,Deluxe Twin Room,1 night ·,Group,February 2020,21 February 2020,,
8.8,Fabulous,"Location, cleanliness, comfort &amp; their ethos. Perfect for a short stay.",Only disadvantage-very little space in the room. In a double- I’d to stay on the bed while my husband got dressed &amp; likewise for him. Fine for 1 person. Reception too small also if a couple of guests arrive/check out at the same time. Could I suggest you put instructions on how to work the air con/heating in your room info booklet to save time/frustration on trying to adjust it.,Ireland,Deluxe Double Room,2 nights ·,Couple,February 2020,21 February 2020,,
8.8,"Nice, But ...",Very kind and nice people without a doubt. Loved the interior as it’s well thought of.I liked the idea of fruits and water fountains. Location is also good.,"Very noisy though, no isolation in voice.Initially I was offered a room on the lower ground !! Which I couldn’t sleep in because all night long i can hear the voice of someone walking on the ground floor !Changed it to another room where there were no hangers for the shirts. The team did accommodate my requests for sure. Just would have been better if it’s been all taken into consideration at the start.Still a good experience though.",United Arab Emirates,Deluxe Single Room,4 nights ·,Solo traveller,February 2020,19 February 2020,,
8.0,Good value for money.,Helpful staff. Very clean. Easy to find. Nice decor.,"Bed was very close to wall so tricky to get in on one side. No tea/coffee in room, or black tea available in reception.",United Kingdom,Deluxe Double Room,1 night ·,Couple,February 2020,18 February 2020,,
9.6,Absolute gem of a hotel.,"Dreamy hotel, Nordic minimalism, perfect rooms, clean, adore the interior Staff is so helpful. I would 100% recommend and I will for sure be back Awesome location as well.",Really disappointed with the continental breakfast. Super expensive for what they deliver. But staff were really nice and refunded my bfast as they had a shortage of food. Very healthy based. Do not expect any meat. Could definitely improve.,France,Deluxe Single Room,2 nights ·,Family,February 2020,17 February 2020,,
7.1,Good,Decore,Not much facilities available like tea n coffee,United Kingdom,Deluxe Double Room,1 night ·,Couple,February 2020,16 February 2020,,
9.0,Superb,"Lovely staff, very clean hotel with a home feel. Comfortable beds and pillows",Would be nice to have tea/coffee in the bedroom,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,February 2020,14 February 2020,,
8.8,Fabulous,Contemporary attractive styling. Friendly staff.,Food choice very restrictive as vegan based. Salmon dish had not been properly cooked.,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,February 2020,13 February 2020,,
8.0,Very good,"Excellent location close to the Paddington station and very quiet.Zen atmosphere, friendly and helpul staff.Tasty vegetarian breakfast but quite expensive",The pillows are very hard,Belgium,Deluxe Double Room,4 nights ·,Couple,February 2020,13 February 2020,,
8.0,Very good,,room was cold,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,January 2020,12 February 2020,,
9.0,Perfect for a short trip to London,"Great location, stylish and comfortable rooms. Great yoga space, gym and infared sauna. Close to Hyde Park for a run etc.","A great hotel, just wish that breakfast was included or that it reflected the prices in nearby cafes where we had a nice breakfast for 2 for £16.",United Kingdom,King Room,2 nights ·,Couple,February 2020,12 February 2020,,
9.0,"Good value for money, very clean and crisp!","The hotel is beautiful, nice scandi feel and decor and the bed was extremely comfortable. It is in a great location to Paddington and Hyde Park and all in all a very pleasant stay!",It was quite warm in the room and we couldn't figure out how to turn the air conditioning on. Also there is a settings panel which a small screen on it which emits a blue room and stayed on all night so we had to cover it as otherwise was very bright. I had hoped it would dim down after not being used but it didn't which was a bit frustrating.,United Kingdom,Deluxe Double Room,1 night ·,Couple,February 2020,12 February 2020,,
8.0,"Clean, modern and friendly staff, would recommend once construction finished.","The hotel was clean and modern, loved the scandi feel. It was close to the tube station and provided everything I required.",Unfortunately when I stayed it was still under construction meaning from 8am there was a lot of very loud noise and the firm alarm went off at 8.25am. I would return the hotel once the construction is finished.,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,February 2020,10 February 2020,,
8.0,Perfect for single business travel stays.,"The modern feel and the little details make this a special stay: fizzy water fountain, water jug in your room, bathrobes and modern shower head. The dining area is very nice and full of light. The breakfast choices seem very tasty and healthy, and they have yoga classes on-site. I would recommend when booking to request a window in your room. We stayed in the basement and since the rooms are so small you do feel a little claustrophobic, especially for 2 people.","The rooms are very small (basically only the bed and the night tables fit) and the basement rooms should be much cheaper, as there is no natural light and you kind of feel trapped. For 1 night it was fine but would not come back for a romantic getaway. For people who want to be on the move during the day and just recharge energy at night, its not a big issue as the rest is very comfortable.",Canada,Deluxe Double Room,1 night ·,Couple,February 2020,10 February 2020,1,
9.0,Superb,"Lovely place. I saw a few bad reviews talking about the size of the bedroom but honestly they are absolutely fine and within range for the London Standard. If anything, the bed should be a bit wider but overall excellent finding, very clean, functional and with a great atmosphere",,United Kingdom,Deluxe Double Room,1 night ·,Couple,February 2020,9 February 2020,,
9.0,"Peaceful and pleasant, a refreshing spot in the city.","I felt I was in a very peaceful part of the map, especially as we were in central London. I loved the zero plastic policy and the conscious approach the hotel adopted. It felt minimal, yet enough - with focus being on comfort, peace and cleanliness. Excellent hotel.","A little inconvenient as I didn't have a toothbrush, and they were unable to provide one as there is a no plastic policy. I recommend Bamboo toothbrushes for clients if they need. I also thought that the breakfast was too expensive, therefore I didn't stay to eat there in the morning.",United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,February 2020,6 February 2020,1,
9.0,Superb,"This hotel thought of all the little details.  Stunning design, I didn't want to leave.  Christina from the reception was really cute and helped with everything♥️🙏🏼",,Israel,Deluxe Double Room,4 nights ·,Solo traveller,February 2020,5 February 2020,,
8.0,Great hotwl,"It was very clean, and is extremely conscious - great to see in central london!!",N/A,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,February 2020,4 February 2020,,
7.0,"Beautiful place, that could be more customer focus...","The interior decoration is beautiful, pared back aesthetics, muted colors, very trendy and balanced. Nice welcome by a smiling young woman. Easy to find from the metro station.","the room was very cold by a not so cold december night. We asked for help and a employee came to fix the system : basically the heater was off before we went in. We would have liked to find a warm room upon arrival. Then it took hours to heat, and it was comfortable at the time we had to leave the place. Too bad ! Another thing is the breakfast. The inhabit hotel wants to offer a vegan food, which is fine. But it was so tricky to find something easy to eat in the breakfast room : so much literature and stuff to read for everything ! Honestly, in the morning, we just wanted a coffee and a croissant, be it vegan, and this was not available. The owners should keep in mind that travelers don't always come from countries where breakfast is a large meal. Keep it simple please. And when we asked we felt a bit like ""you don't fit the hipster vibe"" of the hotel. Nobody even asked a simple ""what can I do for you ?"" Not very professional.",Thailand,Triple Room,1 night ·,Group,December 2019,3 February 2020,,
9.0,Superb,Loved that they have pilates and yoga classes.,,Spain,Deluxe Double Room,1 night ·,Solo traveller,January 2020,3 February 2020,,
9.6,Exceptional,"Design, location, eco, cost",,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,January 2020,2 February 2020,,
9.0,Superb,"Friendly &amp; helpful staff, nice location",No fridge or jug in the room was a little annoying,Australia,Deluxe Double Room,4 nights ·,Couple,February 2020,2 February 2020,,
9.6,"Extremely clean, comfortable, and modern",The BED! This is the most comfortable cloud-like bed I’ve ever stayed in. It was also immaculately clean. The whole hotel is very modern/minimalist with a sustainability and community focus that I appreciated. Close proximity to Paddington station was convenient as well.,I was only there one night! Haha- wish I had booked a longer stay!,United States,Deluxe Double Room,1 night ·,Solo traveller,January 2020,31 January 2020,,
8.0,Would recommend,Rooms were lovely. Clean and modern bathroom. Great location. Loved the water bottle and refill station located in the corridor. Staff were friendly and welcoming. Couldnt have helped more if they tried. Beds and pillows were very comfy. Loved the robes in the room too.,Check in did take a while compared to other hotels I have stayed in. But other than that I can't think of anything that I didn't like.,United Kingdom,Deluxe Double Room,1 night ·,Couple,January 2020,30 January 2020,1,
9.6,Exceptional,New and clean,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,January 2020,30 January 2020,,
9.0,Excellent and even better as we did not book and just arrived unexpectedly.,"Did not have breakfast as had to be at our business meeting / presentation early.Staff were excellent Claudia especially was very pleasant, helpful and polite.",Nothing really.View was obscured by what looked like scaffolding but was not worried as it was late when we arrived and early when we left so not important.,United Kingdom,Deluxe Double Room,1 night ·,Couple,January 2020,27 January 2020,,
9.0,Brilliant,"The room was clean, well decorated and fresh. It was a very chilled experience.",The check in process was a little long.,United Kingdom,Deluxe Double Room,2 nights ·,Couple,January 2020,26 January 2020,,
9.0,Superb,Wall are not sound proof,Excellent locationClean,Qatar,Deluxe Double Room,1 night ·,Solo traveller,January 2020,23 January 2020,,
9.0,Well maintained with high quality furniture and fittings.,Very well maintained.Friendly staff.,"Small ""Lower Ground"" room allocated",Gibraltar,Deluxe Single Room,1 night ·,Solo traveller,January 2020,23 January 2020,,
9.0,Absolute Gem of a hotel staff were super helpful,Would be good to have healthy evening meal options at the hotel,,United Kingdom,Deluxe Double Room,1 night ·,Group,January 2020,21 January 2020,,
9.6,Exceptional,"Small but well laid out bedroom, didn’t feel cramped during my weekend stay",,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,January 2020,19 January 2020,,
7.0,Good,"Clean, stylish",Rooms too small,United Kingdom,Deluxe Double Room,2 nights ·,Family,January 2020,8 January 2020,,
9.6,Exceptional,"Clean, safe, comfortable and cozy. I love the ambiance, decor and service. I would definitely come back when I’m traveling to London again. Great place for solo young travelers.",Bathroom is quite small. Very hard to maneuver around in the shower.,Malaysia,Deluxe Double Room,1 night ·,Solo traveller,December 2019,8 January 2020,,
