score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
9.0,very enjoyable,lovely,nothing,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,November 2021,12 December 2021,,
9.0,Brilliant,"A fantastic property with an elegant design, wonderful staff and a brilliant breakfast",Club room bed wasn’t the comfiest,United Kingdom,Club Double Room,1 night ·,Couple,December 2021,12 December 2021,,
9.0,"Overall we had a lovely stay, would definitely stay again as we often come to Paddington.","We felt very welcome from the moment we arrived, particularly liked all the festive decorations and attention to detail e.g. taking bags, opening the door. Breakfast was also delicious.","The only thing to mention is that a member of staff walked into our room while we were in there without knocking or asking to come in. I think this was purely down to a misunderstanding as we had been upgraded and only arrived about 15 minutes before so some members of staff might not have been notified. However, it did leave us feeling slightly uneasy that someone could come in another time, possibly while we aren’t in the room with our belongings.",United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2021,10 December 2021,,
7.0,does what it says on the tin. comfortable bed good location,very clean and modern design. staff were friendly,the room was tiny. to pay the price I did for a room you couldn’t move well in as two people wasn’t great,United Kingdom,Compact Double Room,1 night ·,Couple,December 2021,10 December 2021,,
8.0,good,near location in was visiting,nothing it was good value,United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2021,8 December 2021,,
9.0,Great location for Hyde Park,Great location,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,November 2021,7 December 2021,,
7.0,Provided us the perfect place to rest our heads after a busy day walking around London,it was easy to locate and a great position right near the station! the room was large and had everything we needed.,the rooms aren’t particularly sound proof so when noisy people come back late at night you get woken up. we were woken up 3 times during the night by a group who were particularly loud,United Kingdom,Club Double Room,1 night ·,Couple,December 2021,7 December 2021,,
8.0,comfortable but not the luxury promised,good service. nice staff. decent breakfast. comfortable bed. really close to Paddington.,spa was tiny and all broken except for the hot tub. coffee was horrible at breakfast.,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,December 2021,6 December 2021,1,
9.0,Perfect stay,Very close to Paddington station and friendly staff.,N/A,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,November 2021,5 December 2021,,
8.0,A nice weekend stay.,location was great for location it was in.,the size of the bedrooms.,United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2021,5 December 2021,,
7.0,Good,"The location is excellent, rooms are small but very comfortable. very clean.",The breakfast was very poor!,Norway,Deluxe Single Room,4 nights ·,Group,November 2021,5 December 2021,,
9.0,Lovely friendly,"Staff were lovely, hotel very cosy and welcoming. Breakfast was lovely.",,United Kingdom,Compact Double Room,3 nights ·,Group,December 2021,2 December 2021,,
9.0,Superb,Staff were welcoming andHelpful Esp anua Chris and kanisha,,United Arab Emirates,Deluxe Single Room,2 nights ·,Solo traveller,December 2021,2 December 2021,,
8.0,Fine for a short stay representing reasonable value for money,"Five minutes from Paddington station so very convenient. Staff were courteous and welcoming. The room had everything that I needed for a one-night stay. The bathroom was spotless, very efficient shower. Hairdryer, ironing board, and a huge TV (which did seem slightly incongruous compared to the size of the room). Plenty of hangers, and tea and coffee facilities. Bed is very comfortable, but see comments below.","Given the size of the room, the furniture was oversized and if it had been more compact then it would’ve allowed more space for the occupier. As the hotel is probably not intended for a long stay, a large wardrobe is not necessary. It was impossible to pull out the stool to sit at the dressing table because it hit the bedside cabinet and you cannot get your legs under the dressing table.  The shower (while excellent) is positioned so that you have to edge in sideways through the small space. The basin unit in the bathroom is huge for the size of the room so again a smaller fitting would be more suitable. I found the bed a bit claustrophobic because it’s closed in on three sides.",United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,December 2021,2 December 2021,,
8.0,Very good,Awesome location. 1 min walk from Paddington station good breakfast. Diligent staff.,All was as expected.,United Kingdom,Compact Double Room,3 nights ·,Solo traveller,December 2021,2 December 2021,,
8.0,Very good,Great location. Good helpful staff. Comfortable hotel. Good breakfast,Room was small,Ireland,Deluxe Twin Room,3 nights ·,Group,November 2021,29 November 2021,,
8.0,not sure I would stay here again due to limited breakfast choice and room size,location,room size tiny,United Kingdom,Club Twin Room,2 nights ·,Family,November 2021,29 November 2021,,
8.0,the hotel was good value and a great location,location,room was very small,United States,Deluxe Single Room,4 nights ·,Solo traveller,November 2021,27 November 2021,,
8.0,Recommended,"All fine. Breakfast was very tasty, rooms are clean and comfy.",Window was not isolated properly. Heating system was good and made it bearable but still it should be fixed.,Poland,Compact Double Room,5 nights ·,Couple,November 2021,26 November 2021,,
9.0,Superb,Hospitality and cleanness,The steps to the roooms,Nigeria,Deluxe Single Room,2 nights ·,Solo traveller,October 2021,25 November 2021,,
8.0,Very friendly staff!,Room was compact but has everything you need. A little warm for my liking. Breakfast is good plenty of options and fresh. Location is excellent for Paddington station. Staff are really friendly and attentive.,The only complaint is the showers are a little noisy if it’s late at night. I was woken up by next door coming home late and showing. Otherwise great.,United Kingdom,Deluxe Single Room,1 night ·,Group,November 2021,24 November 2021,,
8.0,Perfect location for a short city trip.,"Location, helpful and nice employees.",Leaky (old) window.,Switzerland,Deluxe Single Room,1 night ·,Family,November 2021,22 November 2021,,
9.0,No,N/a,N/a,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,November 2021,22 November 2021,,
9.0,16 nights at the Chilworth,"- Excellent location, near Paddington Station, laundry, cafés, Covid-19 testing sites- Excellent South Asian restaurant on site- Hearty breakfast, English or Continental- Attentive staff","- my room was too small to do morning stretches- a lot of the staff is new; they don't know the neighbourhood,  e.g. local gyms that permit short-term guests",United States,Deluxe Single Room,16 nights ·,Solo traveller,November 2021,21 November 2021,,
7.0,Great location and excellent value for money.,Great location. 2mins to Paddington underground station.Great value for money. Friendly staff. Easy checkin and checkout.,The room was very small - just about fit a single bed and a small bathroom.,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,November 2021,21 November 2021,,
9.0,I was very pleased and would be happy to return,"Very good value, excellent location and great staff",,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,November 2021,21 November 2021,,
9.0,,,,United States,Compact Double Room,2 nights ·,Solo traveller,November 2021,20 November 2021,,
9.0,Superb,very good locatio,,United Kingdom,Compact Double Room,1 night ·,Couple,November 2021,19 November 2021,,
9.0,"Great value for money, would visit again.",Extremely clean throughout. Staff were extremely friendly and would cater to your every need. Courtesy Call when arrived at your room to check everything was ok was a great touch. Really good location easily accessible by Paddington for a great days sightseeing. Would visit again.,"Only minor point is the small lift, during busier times you can be waiting for a while to get your chance if there are people on multiple floors trying to use it.",United Kingdom,Deluxe Double Room,2 nights ·,Couple,November 2021,18 November 2021,,
9.0,Superb,"Fantastic location, helpful staff, stylish rooms",,Russia,Club Double Room,2 nights ·,Couple,November 2021,17 November 2021,,
7.0,Excellent location and very friendly staff,The room was huge and the bed was comfortable. Heated floor in the bathroom was also excellent.,"There was the smell of smoke in a non-smoking room that lingered in some of our belongings even after going back home. It was a real let down because the one night stay was good otherwise. Though, in all fairness... we didn't mention it and I get they feeling they would have changed us if we did. They did offer a complimentary upgrade for our next stay.",United Kingdom,Club Double Room,1 night ·,Couple,November 2021,17 November 2021,,
8.0,we really enjoyed,so close to train station. and close to bus Hyde park,the rooms were way to small but I did tell the staff and she told me I should have told them and they would have moved us to bigger room,United Kingdom,Deluxe Twin Room,2 nights ·,Family,November 2021,16 November 2021,,
9.0,Flying visit to London - but perfect 🤩,"Ideal for Paddington train station. Quiet street, no road noise. Restaurant (Indian) fantastic food. Breakfast lovely. Staff very helpful and courteous. The only disappointment was staying for one night only.",Nothing,United Kingdom,Compact Double Room,1 night ·,Couple,November 2021,15 November 2021,,
8.0,Perfect for my need,Good location. Close to the tube.,,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,November 2021,15 November 2021,,
9.0,"Great location, lovely hotel with good service","Staff were great, perfect location close to Paddington station.Lovely clean room, would definitely stay again",Breakfast was ok,United Kingdom,Deluxe Triple Room,2 nights ·,Group,November 2021,14 November 2021,,
9.0,Overall great and felt looked after.,Staff were very accommodating and helpful. Pleasant to deal with. Location is fantastic.,Rooms are a bit smaller than in the photos advertised.,United Arab Emirates,Deluxe Double Room,7 nights ·,Solo traveller,November 2021,14 November 2021,,
8.0,"Nice, clean hotel but a bit disappointing not to get what was advertised.","comfortable bed, very clean ideal distance from train station.","didn’t get what was advertised…. no bathrobes, no coffee pods. Breakfast was mediocre at best. Also, very bright green light in the air conditioning grid, which meant the room wasn’t dark.",United Kingdom,Club Twin Room,1 night ·,Family,November 2021,14 November 2021,1,
9.0,Superb,"Staff friendly, Room clean and nice view. Offered bottle of water as left for more sightseeing.",Not far from the tube so excellent. Good stay.,United Kingdom,Deluxe Single Room,1 night ·,Group,November 2021,14 November 2021,,
7.0,Good,"Chosen for location near Paddington Station. Clean, comfortable, adequate bathroom (shower), heating/ac controllable, pleasant &amp; helpful staff.","Room tiny, hot water inadequate in the evening. Teabags etc not replenished during r night stay.",United Kingdom,Deluxe Single Room,4 nights ·,Solo traveller,November 2021,12 November 2021,,
8.0,classy hotel in great location.,Elegant atmosphere in a great location close to tube and restaurants. The staff and host were incredibly friendly and accommodating.,room was a little small but good for me and my son.,United Kingdom,Deluxe Twin Room,1 night ·,Family,November 2021,9 November 2021,,
7.0,Very Small Rooms- Good Location,Nice location,The room was very small,Saudi Arabia,Deluxe Single Room,3 nights ·,Solo traveller,October 2021,9 November 2021,1,
7.0,Chilworth,Very friendly and helpful at all times especially as hotel full.,Noise of air con outside bedroom window. I had to move rooms late at night as couldn't sleep albeit the hotel had put me in the disabled double room which was very attentive of them as I had asked for ground floor disabled facility and they did do this. Shame about the outside constant reverberation. Was moved to 4th floor single. With steps which was not great but I managed. Only 6 mins away from where I was going each day so very convenient.,United Kingdom,Deluxe Single Room,3 nights ·,Solo traveller,November 2021,9 November 2021,,
8.0,Small hotel in great location and professional staff,"The location, Staff support and the hygiene",Size of room little bit small,Qatar,Deluxe Double Room,2 nights ·,Solo traveller,October 2021,9 November 2021,1,
8.0,"Great location, facilities and staff.",Location and Facilities are great.,"Rooms are never quite perfect, with small niggles here and there but not enough to put me off staying there.",United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,October 2021,8 November 2021,,
8.0,Good base for London in central location.,"Room was small, but well equipped and comfortable.",Getting the wi-fi working was challenging.  I am an IT professional so did manage but I suspect that a non-expert would have struggled.,United Kingdom,Deluxe Single Room,3 nights ·,Solo traveller,November 2021,6 November 2021,,
9.0,Excellent value for money.,"Location five minutes from Paddington Station.  Very pleasant and helpful staff.  Excellent shower and plenty of hot water.  Microwave , fridge and kettle in the room.  Very good value for money for the area.",Heated plates for breakfast.,United Kingdom,Club Twin Room,1 night ·,Family,November 2021,1 November 2021,,
8.0,Top location,The location was really convenient for a few days in London especially as we wanted to take the train to Oxford. The room we got initially was really small (deluxe double) something which was not shown in the pictures. We asked for an upgrade and we moved to a really nice room (club room).,The pictures of the rooms could be more representative. There was a fire alarm going on for 5 times while we were staying at the hotel. When we asked the reception what can they do about it the answer was that it is due to the steam from the steam room or from another guest taking a shower and that it is for our own safety. While a fire alarm is obviously for the guests’ safety such a sensitive setting creates issues.,United Kingdom,Deluxe Double Room,8 nights ·,Couple,October 2021,1 November 2021,,
8.0,Stress free,Excellent staff!,Wallpaper peeling off wall both inside and outside room.,Bermuda,Deluxe Double Room,3 nights ·,Solo traveller,October 2021,27 October 2021,,
8.0,Very good,"Clean, tidy , comfortable and well equipped.",Nothing,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,September 2021,26 October 2021,,
8.0,Very enjoyable,"Staff were all friendly and helpful.  My room was cleaned well every day, and the bathroom received fresh towels daily.I know the area very well, which was one of my reasons for choosing the hotel. The location was ideal.","Around 2am Sunday morning I was woken by the alarms. This was because another resident was smoking. Obviously, this was not the fault of the hotel or staff and the staff handled it well.However, the disturbed sleep meant that a number of residents decided to have a lie in on Sunday morning leading to high demand for breakfast around 9:45am. In an effort get breakfasts served, the managers put too many residents through, too quickly. As a result it became near impossible for the serving staff to keep up with refreshing supplies of coffee, fruit juice and cooked breakfasts. My breakfast went cold because of a wait for a clean fork.On the other 3 days my breakfast was excellent. Managers owe the staff an apology for putting them under unnecessary pressure by failing to manage to situation sensibly",United Kingdom,Deluxe Single Room,4 nights ·,Solo traveller,October 2021,25 October 2021,,
9.0,"Great location, friendly staff and comfy room.",Very friendly and helpful staff. We had an issue and they sorted it for us. Great location. Lovely massage. Tasty and generous cream tea. Good hotel and fab breakfast. I would recommend a stay.,,United Kingdom,Club Twin Room,2 nights ·,Couple,October 2021,24 October 2021,,
8.0,I would stay there again.,Very comfortable and quiet. The staff were all exceptionally helpful.,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,October 2021,24 October 2021,,
7.0,Good,,No phone signal in the basement rooms,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,October 2021,24 October 2021,,
8.0,Very good,"very friendly staff, great location overall great stay",,United Kingdom,Deluxe Double Room,3 nights ·,Couple,October 2021,22 October 2021,,
9.0,Superb,"super great location, almost walked to every place I need to go to",,Qatar,Compact Double Room,3 nights ·,Couple,October 2021,21 October 2021,1,
9.0,Paddington,Location and very friendly staff,could be cleaner,Germany,Compact Double Room,1 night ·,Solo traveller,October 2021,20 October 2021,,
8.0,"Good hotel, brilliantly located for Paddington Station.","The location was excellent, less than 5 minutes walk from Paddington and about 6 minutes walk from Kensington Gardens. The staff were friendly and helpful and dealt very quickly with a TV problem. My room was small but comfortable and the bathroom had 2 power showers. The continental breakfast was good.",The bedroom was small but given the location my expectations weren't too high about that.  It was perfectly adequate and clean.,Finland,Deluxe Single Room,2 nights ·,Solo traveller,October 2021,19 October 2021,,
9.0,Close and convenient,"The proximity to Paddington station was fantastic, the staff gave you a warm welcome on arrival.Clean and well maintained.",Quite a lot of a staff had either no or limited English language skills. The breakfast although very tasty was quite cold…,United Kingdom,Club Twin Room,2 nights ·,Group,October 2021,18 October 2021,,
9.0,"Very modern, surprisingly great for the price","Was so impressed with the facilities. Everything very seamlessly integrated, no snags in decor etc. Loved the ambient lighting - everything was on a dimmer! Bed was very comfy, and bathroom beautifully presented! Staff were more than helpful, with the hotel boasting an extremely up-market feel for the price! Highly recommended","My only very small complaint was the fact the central outside air con unit was right outside the window, meaning a slightly low whur all night. This would only be because I was staying in a small single room, in that specific location.",United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,September 2021,17 October 2021,,
9.0,Beautiful hotel,"Lovely hotel, friendly staff and made me feel super special for my birthday as upgraded my room too. The club room we were given was stunning, clean and quiet. The spa was cute and staff were also very friendly there too. We had to book in advance but this is a good thing because of the size of it. We checked in at 12 and our room wasn’t ready but was able to leave our bags which worked out perfectly. Overall a lovely stay and would absolutely return.",If I had to be super fussy when we came back to the hotel to get our room key the night staff seemed a bit unsure what they were doing and not wildly helpful but this is really being picky.,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2021,17 October 2021,,
8.0,Perfect for short stay,"Room was compact but had everything that was needed. Very clean, polite staff.",Pillows - but I guess you can't beat your own one so difficult to fix.,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,October 2021,17 October 2021,,
7.0,Good,"Clean and comfortable, good location.","Don’t think it was a 5 star as advertised, more a decent 4 star.  Too many breakfast staff buzzing around, room was rather small, no hairdryer or ironing board (which I’d expect in a 5 star); why a separate plate for fried eggs at breakfast( why not just ask at the service hatch?); “ hot” breakfast items were only warm; staff too insistent on getting a rating during checkout.",United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,October 2021,17 October 2021,,
9.0,Excellent for a short stay and very convenient to enjoy London and be close to the Heathrow Express,"The location is perfect to and from Paddington station, ideal for the Heathrow Express. The area is nice and quiet. The hotel seems to be very modern and renovated. The room (single room on the 3rd floor) was very comfortable although very small. Enough if you're only there for a couple of days and you're not going to spend a lot of time in the room. But I liked the bed very much. The staff very very nice and helpful","See above. The room and the bathroom are tiny. There's no space to walk around the room or even to leave the suitcase. And the shower would be a tight fit for a bigger man/woman. Other than this, the room is nicely decorated",Spain,Deluxe Single Room,1 night ·,Solo traveller,October 2021,16 October 2021,,
8.0,Nice Hotel,Excellent location great staff,,United Kingdom,Compact Double Room,1 night ·,Couple,October 2021,13 October 2021,,
9.0,Superb,"Rooms are really modern, clean, tidy and conformtable. Staff were very friendly on arrival. Really enjoyed our stay and compared to other hotels in London, this one was good value for money.",,United Kingdom,Deluxe Double Room,2 nights ·,Couple,September 2021,13 October 2021,,
9.0,Superb,Great taste for the breakfast,,China,Deluxe Single Room,11 nights ·,Solo traveller,October 2021,8 October 2021,,
7.0,pretty good,location to paddington station and staff,size of the room not much room for large bags,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,October 2021,7 October 2021,,
8.0,Fab trip in London,The staff were very helpful and friendly. The room was a good size for London hotels and clean with everything we required. The hotel is in an excellent location and a prefect base for exploring. One member of our party had a leaking room as there was a lot of rainfall one night and their room was swapped straight away with an upgrade.,,United Kingdom,Deluxe Double Room,3 nights ·,Group,October 2021,4 October 2021,,
8.0,"An efficient, comfortable hotel for a one night stay near Paddington station. This hotel did the job","Location - close to Paddington station; Midday check out time; reasonable size of room; efficient check in and check out; 24 hour access; desk in the room, as I needed to work during the stay",I struggled with the Safe and needed assistance; I also struggled to control the air conditioning system,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,September 2021,3 October 2021,,
9.0,Superb,"Location. Very clean, friendly staff",No bar in the early evening.,United Kingdom,Club Double Room,4 nights ·,Couple,August 2021,3 October 2021,,
9.0,Nothing was too much!,The customer service was great the staff were so sweet and helpful. They really went out of their way to make sure we had everything we needed - also breakfast was second to none they had so much food on I had both a full English and continental with fresh fruit!,"I think maybe it was slightly overpriced, but it’s expected in the area",United Kingdom,Deluxe Triple Room,1 night ·,Group,September 2021,2 October 2021,,
8.0,Front of house fantastic night team disappointing,The front of house Team were fantastic and very helpful and the check in was very smooth… concierge staff very friendly and helpful… Room 417 was fantastic and very spacious.,Tim and the night staff we’re dreadful and very unhelpful and really let the hotelDown! All three of them were smoking outside so No one was answering the front desk phone! Had to wit an hour plus for ice etc!,United Kingdom,Club Double Room,1 night ·,Solo traveller,September 2021,2 October 2021,1,
8.0,Very good,The location is very good,Parking charges,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,1 October 2021,,
8.0,Very good,"I booked this hotel after checking out from the Ascot Hyde Park around the corner (do not book there!)  The staff at the Chilworth were very understanding, had a room available for me immediately and were lovely for the two days I spent there.  The food at the restaurant is quite good.  The location is perfect for access to Paddington Train Station.  The room was great.",,Canada,Deluxe Double Room,2 nights ·,Solo traveller,September 2021,27 September 2021,,
8.0,Very good,"Excellent location, very clean in general","General quality of service was very average.  If I would ask for anything like iron, toiletries etc, I would never get it in time. Only one lift makes it very difficult to move in and out.",France,Deluxe Single Room,5 nights ·,Solo traveller,August 2021,26 September 2021,,
8.0,Very enjoyable stay and nice jacuzzi,"- Great location: close to Paddington station, plenty of restaurants &amp; coffee shops nearby- Jacuzzi &amp; Spa: clean, in a lovely setting- Staff was friendly and helpful: we ordered food delivery and room service was very kind and helpful in bringing it to our room","- Jacuzzi: booking was required due to covid, getting a single slot booked during our 5-days stay was quite difficult, and time was limited to 30mins per slot",Switzerland,Compact Double Room,5 nights ·,Couple,August 2021,25 September 2021,1,
9.0,"Great location next to Paddington Station, smart room and decent breakfast.",Room was very smart and like the wood panelling.Shower was good.Staff were helpful and attentiveAble to book in a little early and drop bags off,Breakfast was ok but a little limited and over priced compared to some Bathroom ok but a little small Minimal toilet roll in the bathroom so had to request more,United Kingdom,Club Twin Room,1 night ·,Couple,September 2021,25 September 2021,1,
9.0,Superb,Located near to Paddington station,N.A,United Kingdom,Compact Double Room,3 nights ·,Couple,September 2021,24 September 2021,,
7.0,out with son,very polite and friendly staff,twin beds aren’t twin beds.,United Kingdom,Deluxe Twin Room,1 night ·,Family,September 2021,23 September 2021,1,
9.0,Excellent place to be,Hospitality of staff,Lack of overnight baggage storage,Nigeria,Deluxe Double Room,2 nights ·,Solo traveller,September 2021,22 September 2021,1,
9.0,A wonderful treat!,"Felt very welcome right from the start! I was upgraded to a Club room on arrival which was a lovely surprise. The room was stunning, the bed was so comfortable and the shower fantastic! Breakfast was delicious and there was plenty of choice. Best hotel iv stayed in!",,United Kingdom,Deluxe Double Room,1 night ·,Family,September 2021,19 September 2021,,
9.0,Superb,Close to Paddington,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,September 2021,19 September 2021,1,
7.0,Good for the price.,"Breakfast good, customer service good!","Tiny rooms, mouse ran across the landing. No parking.",United Kingdom,Compact Double Room,3 nights ·,Couple,September 2021,19 September 2021,,
7.0,Good when it has a discount,Near a beautiful avenue. Reasonably close to both Lancaster Gate and Paddington stations. Enjoyable walk to the Hyde Park.,The bed was small and leaning slightly to one side.,China,Deluxe Single Room,3 nights ·,Solo traveller,August 2021,18 September 2021,,
8.0,Very good,Location,Extremely slow lift,United Kingdom,Compact Double Room,1 night ·,Solo traveller,September 2021,17 September 2021,,
8.0,Excellent location,"Was very nice and comfy room, very reasonable price considering the price and location I had everything i needed. It was a pleasant surpriseExcellent location, easy access to direct bus to oxford circus, walking distance to Hyde park &amp; paddington &amp; central line stations.","I wished the booking.com site said there was parking , i could have booked parking as wellThe coffee cup and spoon were not that clean twice. I would like if they have taken care.",United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,September 2021,16 September 2021,,
9.0,Good Hotel,"Good location, not too central but very close to everything! Friendly staff who were happy to help on all occasions.",,United Kingdom,Deluxe Double Room,2 nights ·,Couple,September 2021,16 September 2021,,
8.0,Very good,"Comfortable beds/rooms, great location, safe, clean","The air conditioning vent over the bed, breakfast not good value for money (some items cold, not many gluten free choices)",United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,September 2021,15 September 2021,,
8.0,Girls roaming London.,"Loved the location, 5 minute walk from the Paddington train station/tube.  Many different type restaurants all within walking distance.  the train station had two grocery stores which was handy since I rarely eat out.   Breakfast was terrific.",I was in a room close to elevator and stairs on 4th floor.  Very noisy during the day.  Ask for a room at the end of the hallway.  Sirens all day as it is a block from St. Marys hospital.,United States,Deluxe Single Room,6 nights ·,Family,September 2021,15 September 2021,,
8.0,Good value for money,"Nice and clean, high quality, good service, efficient.  Quiet rooms and good location.","Felt a bit cramped, small rooms and corridors.",United Kingdom,Deluxe Twin Room,1 night ·,Family,August 2021,13 September 2021,,
9.0,Superb,"We’ll maintained, staff very courteous and helpful, easy access to public transport and shopping centers. Reasonable food at the restaurant “ Hankies”",Room too small,India,Deluxe Single Room,8 nights ·,Solo traveller,September 2021,13 September 2021,,
9.0,Superb,"Very friendly staff, very helpful receptionist and great location",N/a,United Kingdom,Compact Double Room,1 night ·,Solo traveller,June 2021,12 September 2021,,
9.0,Excellent. Great value for money we paid.,Amazing breakfast. Staff friendly and helpful. Made our anniversary weekend even better with special extra touches. Would recommend and stay here again.,2 plates of food collected from a room was left in the corridor for most of the day. It didn’t affect our stay but would have been better if tidied away quickly.,United Kingdom,Deluxe Double Room,1 night ·,Couple,September 2021,12 September 2021,,
9.0,Great stay!,"We liked how close it was to Hyde Park and the station, it was comfy and clean and would stay again",Wish the room was bigger but you get what you pay for and you can pay for a bigger room,United Kingdom,Compact Double Room,2 nights ·,Couple,August 2021,11 September 2021,,
7.0,Good,Location,"The room was very small, uncomfortably very small",United Kingdom,Compact Double Room,2 nights ·,Group,September 2021,9 September 2021,,
7.0,A small caring hotel centrally located with exceptional staff.,Excellent location a few minutes walk from Paddington Tube.  Very helpful staff. Great shower.  Good breakfast including vegetarian options.,This was MY fault .......I did not realise that the deluxe room was quite small and the bed a standard double .....so we had some difficulty positioning 2 suitcases and sleeping .  If I had booked a club room it would have solved this.,Ireland,Deluxe Double Room,4 nights ·,Couple,September 2021,8 September 2021,,
9.0,Superb,Good,N/a,United Kingdom,Deluxe Single Room,5 nights ·,Solo traveller,September 2021,8 September 2021,,
8.0,Very good,Large spacious room.,"I was in the basement room, which didn't have any view.",United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,August 2021,7 September 2021,,
8.0,Great stay,Compact but everything you need,,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,September 2021,7 September 2021,,
7.0,Good,Location,"Very small room, no room for luggage, pretty uncomfortable",United States,Deluxe Single Room,2 nights ·,Solo traveller,September 2021,6 September 2021,,
8.0,Very good,The staff were friendly and the room was nice and clean.,We never got the chance to use the jacuzzi so if you’re looking for somewhere with a jacuzzi I wouldn’t recommend this place as there are slots for it and we never got a slot.,United Kingdom,Compact Double Room,1 night ·,Couple,August 2021,5 September 2021,,
7.0,Good,The hotel itself was really beautiful. Appeared spotless and there was a spa facility for all guests to use free of charge. We really enjoyed our stay. Also the location to Paddington station and the tube was perfect.,Unfortunately I did pay for a delux room and don’t think we were given this as the room was quite small but luckily we didn’t spend much time in the room. The only other thing I would say is that I was charged for the cancellation fee and the cost of the hotel so be careful. I really great stay though,United Kingdom,Deluxe Double Room,2 nights ·,Couple,August 2021,4 September 2021,,
8.0,Very good,Excellent value in a very good location. The staff were very friendly and caring. Comfy bed and lovely to have underfloor heating in the bathroom.,Had to queue to get a table for breakfast. The food wasn’t that great and they had run out of clean cups. It’s a shame as everything else about my stay was great.,United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,August 2021,2 September 2021,,
9.0,Superb,Really good breakfast and staff are amazing,,United Kingdom,Deluxe Triple Room,3 nights ·,Family,July 2021,2 September 2021,,
9.0,"Great Staff, comfortable and clean room, great food, great location, ideal for 1-2 nights",I have stayed here once before and so I knew that the value and location were incredible. This time around I ordered room service and it was the most amazing Indian cuisine. They even took account of my nut allergy and were so friendly and helpful. The staff is so lovely and friendly! I love the Chilworth and would recommend it to anyone who wants to stay in a prime location in Paddington. (Short walk from Kensington Gardens and the train Station),The rooms are a bit small but that is what you get in central London for this value. I still think it's 10/10.,United States,Compact Double Room,1 night ·,Solo traveller,August 2021,31 August 2021,,
9.0,Superb,Clean comfortable room. Close to everything you need . Was our honeymoon break and enjoyed every second . Upgraded on arrival to a club room.,Nothing.,United Kingdom,Club Double Room,2 nights ·,Couple,August 2021,31 August 2021,,
8.0,Very good,The hotel is in a good location and the rooms are very clean and modern. The staff is polite and the breakfast is good.,"I thought the room was very small. I was also placed in the basement floor near the spa, and it was a bit loud outside my room, in the hallway, during the day.",United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,June 2021,30 August 2021,,
7.0,Good,"The position of the hotel, the courtesy of the staff","Very small room, not really comfortable. Very cramped breakfast room.",United Kingdom,Deluxe Single Room,1 night ·,Solo traveller,August 2021,30 August 2021,,
7.0,Overall nice stay,+ friendly and welcoming staff + modern room + good location,- not warned at time of booking that spa facilities needed pre-booking. This meant when trying to book the spa on check-in we were unable as it was already fully booked for the whole weekend. - restaurant was very small resulting in it feeling cramped at breakfast - not as clean as expected for the price,United Kingdom,Club Double Room,2 nights ·,Couple,August 2021,29 August 2021,1,
9.0,London Getaway,Staff as always are friendly and professional.,Room was a tad on the small side.,United Kingdom,Deluxe Single Room,2 nights ·,Solo traveller,August 2021,27 August 2021,,
8.0,Great for London sightseeing,"Very clean. Comfortable beds and good air conditioning. All staff were very polite, friendly and helpful. Location was ideal for getting to the underground and on from there",Dark wood furniture which looked a little worn made our 'compact' room look and feel even smaller,United Kingdom,Deluxe Twin Room,3 nights ·,Group,August 2021,26 August 2021,,
8.0,Very good,Proximity to Paddington station and clean room,Room a bit small but I was hardly in it anyway.,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,July 2021,25 August 2021,,
7.0,Good value for London.,Adequate sized room.  Bathroom was fine,Slight smell of damp before you entered room.Window looked out on to stair well which was not well cared for.Choice of cooked breakfast was very limited,United Kingdom,Club Twin Room,1 night ·,Group,August 2021,25 August 2021,,
