score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
9.0,We especially enjoyed our purchases from the doughnut shop across from the hotel.,The location was excellent for shopping and eating out.,,United Kingdom,Club Double Room,1 night ·,Family,August 2020,27 September 2020,,
9.0,Last minute booking,The rooms are bigger and nicer than they looked on the pictures,,United Kingdom,Premier Double Room,1 night ·,Solo traveller,September 2020,20 September 2020,,
7.0,London stay,"Amazing location, friendly staff, comfy bed, plenty of fresh towels.","Breakfast wasn't great, some furniture was damaged and curtains too, shower was not good at draining. No cleaner although requested during stay",United Kingdom,Premier Twin Room,2 nights ·,Group,August 2020,31 August 2020,1,
8.0,Very good,Staff were brilliant. Everything about the room and stay was good apart from not being able to sleep. I would come again but possibly request a room at the back of the hotel.,There was dirt on the curtains which was a little unsettling. The noise level in the room from outside was very bad and I only managed to sleep for 2 hours. Breakfast was very simple and didnt fill me or my guest up.,United Kingdom,Premier Twin Room,1 night ·,Couple,August 2020,31 August 2020,,
9.0,Superb,"Excellent location,helpful friendly staff",Nothing,United Kingdom,Premier Double Room,1 night ·,Couple,August 2020,30 August 2020,,
9.0,"Testintimes - Brilliant Staff, excellent location",Deserves it’s star rating👍,All good.,United Kingdom,Premier Double Room,2 nights ·,Couple,August 2020,22 August 2020,,
8.0,Generally very good,The hotel staff were very friendly and helpful.,Difficult to regulate temperature in our room 412.Curtain system does not work well and no way to open windows for fresh air.As far as we could tell there was no extractor fan working in the bathroom.,United Kingdom,Club Double Room,2 nights ·,Couple,March 2020,17 March 2020,,
8.0,An amazing weekend trip to the theatre with the family,"I had booked surprise tickets for my wife's birthday to go and see Les Miserables at the Sondheim Theatre and booked the Junior suite for me, my wife and our daughter.  The room was not huge but was ideal for our short stay and although the bed would have been large enough for all 3 of us there was an additional sofa bed already made up.  For location to the Theatre the hotel is unbeatable - we were less than a 1 minute walk from the Sondheim which you can see as you walk out the door and it truly made for an amazing birthday for my wife.  We will definitely stay here again on our next trip.  The location is fantastic, the room was comfortable and the staff were great and all this within a short walk of the underground.",,United Kingdom,Junior Suite,1 night ·,Family,March 2020,16 March 2020,1,
8.0,A pretty good hotel in an excellent location,Comfortable room with good bathroom,We are vegan and had little choice for breakfast.,United Kingdom,Club Double Room,1 night ·,Couple,March 2020,15 March 2020,,
9.0,Not bad at all.,Staff superb.Rooms decent.,"Breakfast dismal.Cleanliness was ok on the surface, big dust gathering in corners of mirrors etc where they'd just been wiped so much. No issues, just needed slightly more attention for a 5 star place.",United Kingdom,Club Double Room,1 night ·,Couple,March 2020,15 March 2020,,
7.0,excellent location and value for money  not without faults,excellent location and excellent value,tired and dated public areas  road and tube noise quite noticeable  breakfast disappointing,United Kingdom,Premier Double Room,1 night ·,Solo traveller,March 2020,14 March 2020,,
8.0,"convenient, comfortable and professional. Above average","Great location in central London. Staff very helpful, rooms comfortable and breakfast was very good.",All good,United Kingdom,Premier Double Room,1 night ·,Solo traveller,March 2020,12 March 2020,,
9.0,Perfect for our plans in London,The Reception staff were very attentive and helpful making are stay very special,nothing,United Kingdom,Premier Twin Room,1 night ·,Group,March 2020,9 March 2020,,
9.0,Amazing central London stay,Received a complimentary upgrade. Amazing location for eating out and socialising. Staff were extremely friendly. Access to the spa was great. Bed was very comfy and breakfast was great.,"Could have cleared area outside of spa, looks like a storage cupboard. More vegetarian/vegan options at breakfast. More environmentally friendly aspects, e.g. less single use plastics and timers/senors on lights.",United Kingdom,Premier Double Room,1 night ·,Solo traveller,March 2020,8 March 2020,,
9.0,Superb,"Cosy room, excellent location",Nothing,United Kingdom,Premier Double Room,1 night ·,Couple,March 2020,7 March 2020,,
9.2,Perfect for theatre land,Absolutely great location. Quiet select hotel with lovely staff.,"The bathroom we had was a little small, but other than that the room was fine",United Kingdom,Premier Double Room,2 nights ·,Couple,March 2020,6 March 2020,,
9.0,Superb,we stayed here as it gave us access to the theater district. Hotel was very nice and staff were excellent.,,United Kingdom,Premier Double Room,2 nights ·,Couple,February 2020,5 March 2020,,
9.0,"Relaxing, luxurious and comfortable",Prosecco on arrivalFree uogradeDecorated the room beautifully as it was my husband's 40thPillow spray and chocolates delivered SpaRobe and slippers. Nespresso coffee machineLovely continental breakfast Friendly and attentive staff Couldn't fault it,We left our room service breakfast card on the door handle at 1.30am as it said you coukd leave it out any time up until 3am - but it wasn't collected and so we had to eat our breakfast in the dining room. But literally everything else about our stay was amazing!,United Kingdom,Premier Double Room,1 night ·,Couple,February 2020,4 March 2020,,
7.9,Great location but comes with street noise,"Amazing theatre district location with easy access to Piccadilly Circus underground Friendly and efficient front desk and restaurant/breakfast staffWater, biscuits, fruit in room daily",Very noisy as a location Cleaning of rooms a bit spotty Had bathrobes for use - which was great- but then they disappeared one day never to return except for one of the belts which was left on the floor New fruit would appear ( which was lovely) but peels from previous fruit not cleared away ( we stayed 5 nights),Canada,Premier Double Room,5 nights ·,Family,February 2020,1 March 2020,,
7.1,Good,Great location and nice clean rooms,Some of the staff we’re very hard to understand. Slow and small elevator. Small rooms.,Sweden,Premier Double Room,1 night ·,Solo traveller,February 2020,29 February 2020,,
7.9,London holiday,"The location was amazing. It was so easy to get around, with amazing restaurants all around.",The staff waited until a lot later in the day to clean the room. A few days we walked in as they were cleaning around 4.,Kuwait,Premier Double Room,4 nights ·,Group,February 2020,29 February 2020,,
7.9,Good,Location was superb.,Breakfast finished at 10:30 on a Sunday is a bit early.,United Kingdom,Premier Double Room,1 night ·,Couple,February 2020,24 February 2020,,
8.3,Very good,Location great.,Noisy outside &amp; bathroom tiny,United Kingdom,Premier Double Room,1 night ·,Couple,February 2020,23 February 2020,,
9.2,Excellent Hotel to enjoy London,Very well located! Nice Suite sizeComfortable room,The breakfast room is very tiny and therefore you need to wait at the lobby to wait. However it is very nice place and cosy.,Belgium,Junior Suite,3 nights ·,Family,February 2020,23 February 2020,,
8.0,"Excellent location for a night in town at the theatre , food and drink etc",Location on Shaftsbury Avenue is excellent for a number of West End theatres.,This is obviously a busy and noisy area of London.  Sound proofing to external could be better.Illuminated fridge means that the room is not entirely dark at night.,United Kingdom,Premier Double Room,1 night ·,Couple,February 2020,22 February 2020,,
9.0,Superb,The location is excellent for theatreland and central london. The hotel was steps away from the gielgud  theatre which we were visiting. The customer service is exemplary.  We were upgraded to a four poster bedroom for our anniversary.,"The continental breakfast did not reflect the standards of the hotel. Not much choice and very small, but adequate. Some confusion as thought continental breakfast on the hotels website was complimentary. So opted to pay for room with breakfast thinking it would be a hot breakfast but wasn't.",United Kingdom,Premier Double Room,1 night ·,Couple,February 2020,22 February 2020,,
8.0,Nice,Staff lovely,Clean rooms better &amp; breakfast more organised.  Noisy on the road at night .,United Kingdom,Premier Double Room,1 night ·,Couple,February 2020,21 February 2020,,
7.0,Small bath room- needs a bespoke Bar/Lounge for the Hotel.,Location - exactly where we needed to be for the Theatre and Restaurant.,The bathroom - didn't realise just how small it was when viewing- with a sink far too big- and set so high as to be uncomfortable to use.. simply put- it dominated the closet bathroom.,United Kingdom,Premier Double Room,2 nights ·,Family,February 2020,21 February 2020,,
8.0,Very good,,There was used tissues left in the box,United Kingdom,Premier Twin Room,1 night ·,Family,February 2020,20 February 2020,,
7.0,It served the purpose of being close to the theatre and attractions.,Location for what we required for the theatre. Staff were very helpful and friendly. Nice touches with the offer of Prosecco  or water.,The pillows were very uncomfortable. Also restaurant facilities were inadequate. At breakfast we had to sit at bar area. I think also with the price of the room that it should include all type of breakfast not just continental. There were not enough spaces for the clientele. Also I was unable to close one of the windows fully in the room. Beds were very comfortable. Our room was a nice size but my daughters was small.,United Kingdom,Premier Twin Room,1 night ·,Family,February 2020,20 February 2020,,
9.0,Always stay here at this hotel. Very comfortable &amp; friendly manager.,Manager &amp; staff very helpful n polite. Nothing was too much trouble. Would definitely stay here again.,Breakfast is now served next door in Hankies restaurant. Not as clean as it should be!,United Kingdom,Club Double Room,2 nights ·,Family,February 2020,19 February 2020,,
9.0,Very happy with our stay and would certainly return.,The welcome drink of Prosecco was a nice touch.,To have a cooked breakfast included,United Kingdom,Premier Double Room,1 night ·,Couple,February 2020,18 February 2020,,
9.0,Superb,"Very clean, friendly and peaceful. Fantastic location and spacious stylish rooms.",Continental breakfast was not very well stocked.,United Kingdom,Premier Twin Room,1 night ·,Family,February 2020,16 February 2020,,
9.2,Superb,The location was excellent and the staff very attentive,Breakfast area was very small,United Kingdom,Premier Double Room,2 nights ·,Couple,February 2020,16 February 2020,1,
9.0,Superb,The staff is very good.,,Portugal,Premier Twin Room,1 night ·,Family,February 2020,15 February 2020,,
7.0,Good,The staff were very friendly and the location is fantastic.,The breakfast only included cold meals and the gym was tiny.  The bathroom was also very small.,United Kingdom,Premier Twin Room,5 nights ·,Solo traveller,February 2020,14 February 2020,,
9.0,Superb,The room was lovely. Four poster bed great. The bed had great lighting effects.,Breakfast was a little cramped   &amp; chaotic. Breakfast room was to small. Not much variety.,United Kingdom,Premier Double Room,1 night ·,Couple,February 2020,13 February 2020,,
9.0,Enjoyable experience.,"Staff excellent,decorating the room for my daughters birthday was amazing.prosseco on arrival well done.","Very noisy,drafts room.pleas",United Kingdom,Premier Double Room,1 night ·,Family,February 2020,12 February 2020,,
9.0,great location and a very nice hotel,,the breakfast was very basic,Israel,Premier Double Room,3 nights ·,Couple,February 2020,11 February 2020,,
9.0,Superb,Location was perfect. Room was bigger than expected.  Service was friendly.,Breakfast service was inconsistent.,United States,Premier Twin Room,3 nights ·,Group,February 2020,11 February 2020,,
9.0,Superb,Brilliant location.  Lovely rooms and good facilities in the room.,Couldn't get the bathroom door to lock but let staff know and it straight on the maintenance list.,United Kingdom,Premier Double Room,1 night ·,Couple,February 2020,9 February 2020,,
8.8,Fabulous,"Excellent location, very clean",Slowest elevator on earth. Bed was a little small,Israel,Premier Double Room,4 nights ·,Couple,February 2020,9 February 2020,,
7.0,Good,Room and location lovely - really liked the offer of water on arrival and fruit in room.Ideal for Picadilly tube and the theatre.,"Room 214 - The bathroom was tiny.  Not at all what we expected.  You had to enter the shower on an angle and there was no room to turn around and get dry when you got out, so you had to go back into the bedroom.",United Kingdom,Premier Double Room,1 night ·,Couple,February 2020,6 February 2020,,
7.9,Good,Excellent location and friendly staff. Hotel is well-maintained and super clean.,Limited breakfast options. Many dishes are not included in the reservation and you are going to be charged for them. There is no spacious lobby where you can chill. I would love if they add a bidet next to the toilet.,Saudi Arabia,Club Double Room,2 nights ·,Family,January 2020,5 February 2020,,
7.1,"Schönes Hotel, gibt aber bessere","I stayed at the hotel for one night with my girlfriend and the picture on booking looked great and it was not too expensive for a 5 star hotel. But when I‘arrives in the room I found a very small bed in a very small room. I went to the reception to tell him that I got a single room, but hen told me that they sell these rooms as double rooms... At the end we stayed at the room, the bed was comfortable and everything was clean, but you find other hotels which are cheaper with bigger rooms and beds.",,Luxembourg,Premier Double Room,1 night ·,Couple,February 2020,2 February 2020,,
9.0,Superb,"Beverages and fruits in the room, ver clean, nice breakfast, nice stuff, free champagne at the lobby :-)",The room was a bit small,Israel,Premier Twin Room,5 nights ·,Couple,February 2020,1 February 2020,1,
9.0,Location location location,"Great location to London's west end l, nice hotel staff couldn't be more polite or accommodating to any needs overall great stay","Unfortunately was kept waiting 45 mins for room upon arrival, but to rectify delays caused we was given a free room upgrade",United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,31 January 2020,,
9.0,Superb,Location was amazing; right in the heart of theatreland with China town opposite. Staff were brilliant.  Hotel was quiet.,,United Kingdom,Premier Double Room,2 nights ·,Couple,January 2020,30 January 2020,,
9.0,Convenient location for the West End.,"The perfect location for West End shows, China Town and Convent Garden. ALL the staff were courteous and welcoming and very helpful. They even offered water to guest every time you left the hotel, a very nice touch. We'd stay again for sure.",Small hotel and not suitable for meetings. Small entrance lobby.,United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,27 January 2020,,
9.0,Great hotel in an excellent location.,Upgraded to a junior suite on arrival. Reception staff very friendly and helpful.,Room was cold on arrival and heating took some time to heat up.,United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,26 January 2020,,
7.1,Good,Location,"Rooms were tiny. No where to put your bags etc. Said breakfast was included which consisted of a pretty basic continental type which was limited. Cooked breakfast was chargeable, and was a touch disappointing when it came out",United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,26 January 2020,,
7.9,Good,Very nice room comfy bed,No coffee or bread available at breakfast,United Kingdom,Premier Double Room,1 night ·,Solo traveller,January 2020,25 January 2020,,
8.0,Most enjoyable being in the middle of theatre land.,"Location was excellentStaff were very helpful, polite and friendlyFacilities in our room were really goodLift was silent and steadyI believe it was the maid who decorated our bed with beautiful flower petals and a large balloon for my wife's birthday - really very nice touch!It was quiet!",Room was really too small for 2 adultsOnly 1 chair which was difficult to use at the deskBreakfast room was fine early on but too restricted from about 9.30 onwards,United Kingdom,Premier Double Room,2 nights ·,Couple,January 2020,25 January 2020,1,
8.0,We did have a couple of issues regarding our room which were amicably sorted out.,Very good continental breakfast included.All staff we met were excellent - very friendly and helpful.Prosecco reception on arrival was a pleasant surprise together with complimentary water and fruit bowl in room.Location for all West End shows was excellent together with Chinatown and numerous other food outlets.,Would have liked a bar or lounge in the Hotel to relax in without having to return to our room.,United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,23 January 2020,,
9.0,Superb,"Location, comfortable bed, cosy room and the staff at the hotel could not have been more helpful particularly the ladies on reception and the young man working in the breakfast room.","Tiny gripe, we ladies do appreciate a full length mirror.",United Kingdom,Premier Double Room,1 night ·,Solo traveller,January 2020,22 January 2020,,
9.2,The 3 staff members at reception were fantastic staff members. Very accommodating rear banter as well as well mannered.,Proximity &amp; the staff took time to chat when they could.,,Belgium,Premier Twin Room,1 night ·,Group,January 2020,19 January 2020,,
8.0,Very good,Good,,United Kingdom,Premier Double Room,2 nights ·,Group,January 2020,19 January 2020,,
8.3,Friendliest staff,A lovely evening in the Piccadilly!Right in the centre of everything.Most impressive part of the stay had to be the staff. So friendly and helpful.,"Bathrooms were lovely, however we thought the bedroom could do with a bit of TLC. Certainly didn’t spoil our evening though.",United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,18 January 2020,,
9.2,Superb,Excellent location. The room was small but tidy with all amenities available.,,United Kingdom,Premier Single Room,1 night ·,Solo traveller,December 2019,18 January 2020,,
9.0,"Friendly, warm and welcoming","Staff were really friendly! Very welcoming! Room was fantastic, the staff set up an extra surprise for my wife's Birthday!","Although it says 5 stars, there was some bits in the room that didn't reflect this. But overall didn't affect the stay!",United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,18 January 2020,,
8.0,perfect for business,staff very pleasant free continental breakfast wonderful the one I paid for was disgusting,pay for breakfast and closing times on restaurant,Cyprus,Premier Double Room,3 nights ·,Group,January 2020,16 January 2020,,
9.0,Great theatre night in london,The room was lovely with a good shower. The staff were exceptionally welcoming and helpful. I was given a cup of tea while i waited for my room.,Breskfast was good but room a little small. Some people had to wait to be served.,United Kingdom,Premier Twin Room,1 night ·,Family,January 2020,16 January 2020,,
9.0,Thoroughly enjoyed it. Would stay again. Thank you 😊,Staff and welcome excellent. Lovely room. Would have liked to use spa early morning was my only criticism.,Staff and welcome excellent. Lovely room. Would have liked to use spa early morning was my only criticism.,United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,16 January 2020,,
9.2,Superb,Clean and good location.,Pedestrian fire exit light was way too bright and lit up the whole room in green all night. Ended up sticking something over it!!,United Kingdom,Junior Suite,2 nights ·,Couple,January 2020,15 January 2020,,
9.0,top hotel,"The position of the hotel is excellent. My room was a single, I stayed overnight and it was perfect! Top marks for cleanliness and it was fully equipped.  The staff were very polite and helpful. I highly recommend this hotel.","One little thing, the continental breakfast could be a bit more inviting but it was still great value.",Italy,Premier Single Room,1 night ·,Solo traveller,January 2020,13 January 2020,,
6.7,Pleasant,Very central,Bad pillows and poor breakfast.,United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,13 January 2020,,
8.3,Disappointing breakfast,"Great location, right in the heart of the west end. Staff were very friendly.","Thought and was told on check in that breakfast was included in the £200 fee for one night! Actually a continental breakfast is included and anything else, including extra tea &amp; coffee costs extra. The actual set up for breakfast in a hotel this size was disappointing too, just 8 tables with guests constant being turned away and asked to wait in the lobby.",United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,13 January 2020,,
7.1,Good,The location and the staff,"Pokey little bar and breakfast room . The price far too expensive , only the location top notch",United Kingdom,Premier Double Room,2 nights ·,Couple,January 2020,13 January 2020,,
8.0,Not a 5-star but amazing location,Location is perfect. Staff very friendly.Not the best hotel but I would come back because of its location.,It's not a 5 star hotel. Only one slow elevator which is annoying. Gym is small. Did not change sheets even once.,Israel,Premier Double Room,3 nights ·,Solo traveller,January 2020,13 January 2020,,
8.0,Very good,Bed extra comfy Location great for theatres.,Room with a view??Room needs better glazing!!,United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,12 January 2020,,
8.0,Very good,The lovely welcome &amp; glass of bubbly.The excellent location in London's West End.The very friendly &amp; helpful staff.The very well equipped &amp; stocked room.,The room was on the small side - not accurately depicted by the photos.,United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,12 January 2020,,
8.0,Very good,The continental breakfast was lovely. The prosecco reception was a lovely surprise.  The staff couldn't do enough for us. Location was brilliant!,Restaurant only serves Indian food in the evenings,United Kingdom,Premier Double Room,2 nights ·,Couple,January 2020,12 January 2020,,
7.5,Good,Excellent location,Breakfast facilities inadequate,United Kingdom,Premier Double Room,1 night ·,Couple,December 2019,11 January 2020,,
7.9,Location location,Location near Piccadilly circus with so many restaurants and shops nearby .clean room with coffee and tea facilities.nice reception staff .,"Small reception with limited seats, small breakfast room,small rooms.omlet in the breakfast with extra charge.",Saudi Arabia,Premier Twin Room,2 nights ·,Family,January 2020,9 January 2020,,
8.0,Comfortable. I would stay again if I needed accomodation in that area.,Comfortable bed. Great location.,,France,Premier Double Room,1 night ·,Couple,January 2020,9 January 2020,,
9.2,First class hospitality,I booked this hotel just 24 hours before we arrived for an impromptu one night visit to London for my husbands birthday. We chose the hotel due to its central location and that certainly disappoint - such a central location with many theatres and restaurants right on the doorstep.We arrived just after 7 in the evening to be told we had been upgraded and given a free glass of Prosecco and complimentary breakfast the next day. We were so thrilled but it didn’t end there! When we arrived at the room it was decorated with Happy Birthday decorations with a wonderful 4 poster bed! I had mentioned in my booking that it was my husbands birthday but given just 24 hours this was fantastic!The hotel staff were so very helpful and friendly - the room great - even being at the front of the hotel the road noise was minimal. The bed was so comfortable to the extent that we slept in and didn’t get chance to use the complimentary breakfast!!Nothing can compare with simply good customer care and hospitality and this hotel certainly has this in great measure. Well done &amp; thank you to the management and staff and we will certainly be back!,Nothing,United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,8 January 2020,1,
7.0,Hotel was perfect for a theatre stay but definitely not 5 star as rated.,Location was perfect for theatres and food..it was our wedding anniversary and a towel arrangements and petals on the bed were a nice touch.,"I booked a premium double expecting it to be a lot better than it was.It was rated 5 stars but that really isn't what we got.The hotel is in between shops and restaurants so first impression was hard to locate.Room was quite small..bathroom had full glass door alongside the bed with  so no real privacy, bathroom was also very small!Tea coffee cups were really small and limited supplies on hand.Room was on 4th floor on the road side which was very noisy at times.",United Kingdom,Premier Double Room,2 nights ·,Couple,January 2020,7 January 2020,,
6.5,Pleasant,Not a lot only location,The manky sock and no hot water and and plonker trying to give us warm Prosecco to say sorry,United Kingdom,Premier Double Room,1 night ·,Couple,December 2019,5 January 2020,,
7.0,Perfect location for exploring london especially for the theatre's. Bed very comfortable and heated,The breakfast was a little basic.,"Tried to check-in  a bit earlier but room wasnt ready which was fine,came back much later several hours after we could check-in but room still wasnt ready however we were offered a drink while we waited.",United Kingdom,Premier Twin Room,1 night ·,Family,December 2019,5 January 2020,,
9.0,Ideal for the theaters a great location.,We had a very comfortable stay. Accommodation was clean and comfortable. Staff were very pleasant.,The Breakfast was situated in a small cafe next door and got rather busy. I feel for the price we paid a cooked breakfast should have been included in the price.,United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,5 January 2020,,
7.0,Good,Location  was great,The shower was dirty with the previous guests hairs around the plughole .the bed was very small and me and my husband are only 5 5 so not large people.,United Kingdom,Premier Double Room,1 night ·,Couple,January 2020,5 January 2020,,
9.0,Superb,Staff were all helpfull and an assett to the hotelComfortable bedsCleanlinessAttention to hotel detail,Breakfast needs a bit of work on crowding and choice.,United Kingdom,Premier Twin Room,2 nights ·,Couple,January 2020,3 January 2020,,
8.0,Very good,The hotel is perfectly located in the theatre district.,The room is small.,Qatar,Premier Double Room,5 nights ·,Solo traveller,January 2020,1 January 2020,,
8.0,Good hotel in an excellent location,"Fantastic location; very friendly staff. Breakfast was good, albeit the place is a bit small. The bed was very comfortable.",The bathroom was tiny! A person with a large stature would have had issues using the toilet!,Malta,Premier Double Room,5 nights ·,Family,December 2019,31 December 2019,,
8.8,Expensive,Pleasant staff and facilities in room were lovely,"Had breakfast which was also nice , however when I asked for a cup of tea after id already had coffee for breakfast on the table I was asked for an additional £3.50 !!   Bit naughty to make such a charge I feel , any hotel would always offer top ups etc !",United Kingdom,Premier Double Room,1 night ·,Solo traveller,December 2019,30 December 2019,,
8.0,Very happy with the attention and approach of the staff in resolving this administrative problem,"The hotel had messed up our booking so that my two grown-up kids were going to have to share a double bed. Staff took the problem very seriously and moved them into two single rooms, which was much appreciated!","Initial booking shouldn't have been messed up, as I booked them a twin room, not a double",United Kingdom,Premier Twin Room,1 night ·,Family,December 2019,30 December 2019,1,
6.7,Small,Location,"Small room, small bathroom, small diner/kitchenExpensive",Hungary,Premier Double Room,2 nights ·,Couple,December 2019,29 December 2019,,
7.0,Nice. No drama and very good location.,"The bed was super comfy and there were ample choices of tea, coffee and hot chocolate in the room.",The wardrobe was next to useless as the safe took up so much room we could hang anything up. There was also nowhere for us to hang coats and scarves.,United Kingdom,Premier Double Room,1 night ·,Couple,December 2019,26 December 2019,,
9.2,Superb,,The bed and pillows were uncomfortable,United Kingdom,Premier Double Room,1 night ·,Couple,December 2019,25 December 2019,1,
7.1,Good,Location,Minimal facilities,United Kingdom,Premier Double Room,2 nights ·,Family,December 2019,23 December 2019,,
8.0,Nice,The staff were very helpful. Hotel was ideally placed for theatre &amp; restaurants,The breakfast area was poorly organised and the breakfast itself was average,United Kingdom,Premier Double Room,1 night ·,Couple,December 2019,23 December 2019,,
9.0,More than I bargained for,,Bed was a bit too soft,United Kingdom,Premier Double Room,1 night ·,Couple,December 2019,22 December 2019,,
7.9,Good,The location! Amazing for central London. I emailed them to say it was a special weekend and they made the bed look lovely!,The breakfast was a bit chaotic lots of people complaining about it. We weren’t really there for the breakfast so didn’t care much but the organisation and hospitality from the staff in the restaurant was a  bit hit and miss.,United Kingdom,Premier Double Room,1 night ·,Couple,December 2019,16 December 2019,,
8.0,Very good,Great friendly reception team,"Our room was not very clean, it was dusty &amp; even though we requested cleaning, it obviously wasn't done as there were still hairs on the bathroom floor and bits on the carpet. They had gone to the trouble of replacing the fruit &amp; water, but left the glasses &amp; dirty coffee cups.",United Kingdom,Premier Twin Room,2 nights ·,Family,December 2019,16 December 2019,,
8.8,Fabulous,"Great location for west end shows, Covent Garden, Chinatown &amp; Soho.Clean comfortable rooms and they upgraded us to a junior suite.Friendly helpful staff.Would definitely return again.","It said breakfast included when we booked, it should have said only continental breakfast included, we had to pay an extra £8 each for a full English.",United Kingdom,Premier Double Room,1 night ·,Couple,December 2019,16 December 2019,1,
8.0,Excellent location,The room and location,"The breakfast was very poor, sitting on top of each other to eat, staff looked under pressure to please, service in general was not relaxing or pleasant to eat there, very disappointed!",United Kingdom,Premier Double Room,1 night ·,Couple,December 2019,15 December 2019,1,
9.0,Superb,Location and room size is plenty,My room was not ready when I arrived despite it being 5pm - I was not offered any alternative and had to just wait. Also on checkout I overheard the exact same thing being told to another guest when I returned to collect my bags at 4pm. This is not a one off,United Kingdom,Premier Double Room,3 nights ·,Solo traveller,December 2019,14 December 2019,,
8.3,Good Location for Shows &amp; China Town,"Friendly staff, great location, well appointed room","Cramped rooms, late incomplete housekeeping.",United States,Premier Single Room,3 nights ·,Solo traveller,December 2019,10 December 2019,,
8.8,Fabulous,Location and price,Breakfast area,United Kingdom,Premier Double Room,1 night ·,Solo traveller,November 2019,9 December 2019,,
8.8,Brilliantly located &amp; comfy hotel.,"Brilliant location &amp; a very clean, comfy room. Underfloor heating in the bathroom which you could adjust. Liked the touch button ""Do Not Disturb"" etc signs. Our room was surprisingly quiet considering that the hotel is in the beating heart of Theatreland.",The hot water system broke down on our 1st night so we had no hot water until 11.30 the next day!,United Kingdom,Premier Twin Room,2 nights ·,Couple,December 2019,9 December 2019,,
9.2,Superb,Fabulous staff and location. Very comfortable beds and a large room. Would definitely return,,United Kingdom,Premier Twin Room,1 night ·,Group,December 2019,9 December 2019,,
9.0,"Fantastic location, lovely hotel","Received upgrade for birthday, comfy bed, fantastic location, lovely friendly staff",,United Kingdom,Premier Double Room,1 night ·,Couple,December 2019,4 December 2019,,
9.2,Superb,Location. Staff.,,United Kingdom,Premier Twin Room,1 night ·,Group,December 2019,3 December 2019,,
7.9,the room was super small,very good location,The size of the room,Spain,Premier Single Room,2 nights ·,Solo traveller,December 2019,3 December 2019,,
9.0,"Terrific location, well equipped rooms and very attentive team",All staff very attentive and helpful,,United Kingdom,Premier Double Room,1 night ·,Couple,December 2019,3 December 2019,,
9.2,Superb,Great location beautiful hotel staff amazing especially Carlos at reception great help from moment I arrived,,United Kingdom,Premier Double Room,1 night ·,Family,December 2019,2 December 2019,,
8.3,Very good,Perfect location. Very comfortable bed. Our room was at the back and although it wasn’t a great view it was lovely and quiet.,The breakfast cafe connected next door was very tiny and overcrowded. Staff could learn to smile occasionally. Service was extremely slow with tea/coffee. Had to ask as wasn’t offered anything to drink.,United Kingdom,Premier Double Room,1 night ·,Couple,November 2019,30 November 2019,,
9.0,Would come back again. Excellent Location and Service.,"Very good hotel located right in the heart of London Theater District. Excellent location for both leisure as well as business trips. Comfortable rooms with all required amenities. Very friendly and helpful staff for the front desk and the breakfast areas, kudos especially to Mary and Slav for their excellent services.",The reception and restaurant areas are very narrow and can get crowded. The room (109) had average wind-proofing and it was rather cold in proximity of the windows. Some of the wall sockets did not work. The room service forgot to refill the toiletries twice during our stay. The breakfast choices are not very varied.,Romania,Premier Double Room,4 nights ·,Couple,November 2019,29 November 2019,,
8.0,Very good,Lovely comfy bed n close to all London attractions.,Breakfast was fairly poor. Had delivered to my room but was luke warm n tea was cold. Disappointing.,United Kingdom,Premier Double Room,1 night ·,Solo traveller,November 2019,29 November 2019,,
9.0,Excellent facilities and even better location,"We received such a warm welcome with a glass of Prosecco and although our room wasn't ready (we were a bit early) they immediately offered to store our bags. I mentioned it was my husbands birthday when asked what we were planning to do in London and when we got to our room there were Happy Birthday balloons festooned around the bedroom, we had also been upgraded to a a Junior Suite which was spacious with a very comfy bed(and I'm really picky). Breakfast was also upgraded to a full English although I stuck to the continental which was plentiful with lots of choice even though we only just made it down in time! On check out we were asked if we had consumed anything from the mini bar which we had, only a beer, a brandy and some Pringles and the manager said we have have them complimentary as well. All in all a great stay in a superb location, just a stones throw from China Town, Leicester Square and of course Theatre Land.",The room was just a little noisy from the road traffic but then what else would you expect in a busy West end location so it really didn't bother us.,United Kingdom,Club Double Room,1 night ·,Couple,November 2019,27 November 2019,,
